game_id,game_title,avg_playtime
137,Spec Ops The Line,15.873214285714285
138,Dishonored,19.601379310344825
139,Half-Life 2 Episode One,5.701351351351351
140,Wolfenstein The New Order,19.198387096774194
141,Distance,7.640000000000001
142,Epic Battle Fantasy 4,30.2
143,Metro Last Light,13.275903614457832
144,Miasmata,1.6857142857142857
145,Dead Space,5.036923076923077
146,Hotline Miami,5.512765957446809
147,NOT A HERO,8.533333333333333
148,Receiver,3.142857142857143
149,Crypt of the NecroDancer,22.09375
150,Portal,5.474340527577938
151,F.E.A.R. 2 Project Origin,10.386842105263158
152,NaissanceE,2.7
153,SteamWorld Dig,3.2624999999999997
154,Kairo,1.3
155,SNOW,3.6333333333333333
156,The Binding of Isaac,32.48869047619048
157,LEGO The Lord of the Rings,7.95
158,METAL GEAR RISING REVENGEANCE,10.049999999999999
159,Starpoint Gemini 2,7.46923076923077
160,The Vanishing of Ethan Carter,4.409523809523809
161,Goat Simulator,7.100769230769231
162,Mass Effect,37.823188405797104
163,Arma 2 Operation Arrowhead,49.8925925925926
164,METAL GEAR SOLID V GROUND ZEROES,7.228571428571429
165,Banished,30.24137931034483
166,DiRT Showdown,5.4173913043478255
167,Sonic Adventure 2,5.858333333333333
168,Battlestations Midway,6.175000000000001
169,HOARD,4.585714285714286
170,Sunless Sea,7.572727272727274
171,Mark of the Ninja,5.973239436619719
172,Creeper World 3 Arc Eternal,6.05
173,Turbo Dismount,5.930000000000001
174,Floating Point,0.5533333333333333
175,Grow Home,7.791666666666667
176,LUFTRAUSERS,2.2600000000000002
177,Arma 2,5.615646258503402
178,No Time To Explain Remastered,5.766666666666667
179,FEZ,4.592307692307693
180,Delver,0.8666666666666667
181,The Legend of Heroes Trails in the Sky,13.14
182,Evoland,3.3722222222222222
183,Bleed,2.32
184,Borderlands 2,58.72512953367876
185,Race The Sun,3.2319999999999998
186,Shadowgrounds,5.047058823529412
187,They Bleed Pixels,2.2800000000000002
188,Trine,5.577777777777778
189,"Sir, You Are Being Hunted",2.4812499999999997
190,Next Car Game Sneak Peek 2.0,0.79375
191,Symphony,1.95
192,DLC Quest,2.8166666666666664
193,Far Cry 2,5.811320754716981
194,The Stanley Parable,3.063636363636364
195,Freedom Planet,1.8199999999999998
196,KHOLAT,0.95
197,Osmos,1.7272727272727273
198,Secrets of Rtikon,0.875
199,Oil Rush,2.377777777777778
200,Unepic,8.677777777777777
201,The Legend of Korra,5.383333333333333
202,404Sight,0.5285714285714286
203,Dark Souls Prepare to Die Edition,43.07727272727273
204,Gravity Ghost,0.5
205,Rock of Ages,2.035
206,Half-Life 2 Lost Coast,1.0418079096045199
207,Galcon Legends,2.075
208,Air Brawl,2.45
209,Cat Goes Fishing,0.5
210,One Finger Death Punch,8.19090909090909
211,Mind Path to Thalamus Enhanced Edition,4.933333333333334
212,INK,0.4
213,Intrusion 2,1.8399999999999999
214,Amnesia The Dark Descent,5.082300884955751
215,Fieldrunners,0.5666666666666668
216,Out There Somewhere,2.62
217,KAMI,0.30000000000000004
218,Lone Survivor The Director's Cut,0.9052631578947368
219,NightSky,0.5599999999999999
220,Frozen Synapse,6.003846153846154
221,Hammerfight,2.914285714285714
222,Spintires,26.974193548387095
223,Ziggurat,1.85
224,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1.1333333333333335
225,Dead Island,13.912087912087912
226,Superbrothers Sword & Sworcery EP,1.155
227,GRID 2,16.557894736842105
228,Sonic & All-Stars Racing Transformed,5.790625
229,Call of Juarez Gunslinger,7.261702127659575
230,Crysis 2 Maximum Edition,6.886516853932584
231,Strike Vector,1.24
232,Prison Architect,26.801020408163264
233,Lego Harry Potter,9.176923076923076
234,Outlast,5.38169014084507
235,Super Hexagon,3.2655172413793103
236,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,5.04
237,Valkyria Chronicles,9.89310344827586
238,Shatter,2.572222222222222
239,Proteus,0.4454545454545455
240,Jamestown,1.1863636363636365
241,Spelunky,11.141176470588235
242,Astebreed,0.4
243,STAR WARS Knights of the Old Republic II The Sith Lords,21.160416666666666
244,Phantom Breaker Battle Grounds,10.933333333333332
245,Tom Clancy's Splinter Cell Chaos Theory,1.011111111111111
246,The Witcher Enhanced Edition,27.145833333333332
247,Risk of Rain,11.046666666666667
248,Survarium,3.9000000000000004
249,Afterlife Empire,0.2
250,BattleBlock Theater,5.902830188679245
251,Need for Speed Hot Pursuit,10.939285714285715
252,BIT.TRIP RUNNER,1.8399999999999999
253,Coin Crypt,3.1999999999999997
254,The Crew,54.995000000000005
255,Metro Last Light Redux,8.85357142857143
256,Crimzon Clover  WORLD IGNITION,1.9000000000000001
257,Sonic Generations,21.375
258,Ethan Meteor Hunter,0.2
259,Reus,4.312244897959184
260,Kill The Bad Guy,0.3
261,Freaking Meatbags,331.0
262,Saints Row 2,27.107017543859648
263,Dyad,0.0
264,Starseed Pilgrim,0.5
265,Camera Obscura,5.025
266,The Floor is Jelly,0.8
267,Super Meat Boy,3.6264000000000003
268,Dustforce,4.806666666666667
269,Goats on a Bridge,0.0
270,System Shock 2,3.2583333333333333
271,Call of Duty Modern Warfare 2 - Multiplayer,144.3639175257732
272,PixelJunk Shooter,3.1799999999999997
273,And Yet It Moves,1.3066666666666669
274,Arma 2 British Armed Forces,0.2333333333333333
275,Battlefield Bad Company 2,60.16756756756757
276,Cogs,2.22
277,Assassin's Creed IV Black Flag,59.82037037037038
278,SimCity 4 Deluxe,20.677192982456138
279,Half-Life Deathmatch Source,0.75
280,Arma 2 DayZ Mod,2.510169491525424
281,Call of Duty Modern Warfare 2,29.075420875420875
282,Rodina,1.125
283,140,1.26
284,Age of Empires II HD The Forgotten,0.0
285,Age of Empires III Complete Collection,17.133734939759034
286,Age of Mythology Extended Edition,13.01388888888889
287,Alice Madness Returns,8.21111111111111
288,Alien Isolation,11.580645161290322
289,America's Army 3,10.61875
290,America's Army Proving Grounds,27.003773584905662
291,Amnesia A Machine for Pigs,4.408
292,Anachronox,0.1
293,Antichamber,2.7880000000000003
294,App Game Kit,0.0
295,Arma 2 Operation Arrowhead Beta (Obsolete),6.56551724137931
296,Arma 2 Private Military Company,0.7714285714285715
297,A Story About My Uncle,3.4
298,Audiosurf,8.098749999999999
299,Aveyond 3-1 Lord of Twilight,1.2
300,Awesomenauts,22.12794117647059
301,Axis Game Factory's AGFPRO - Drone Kombat FPS Multi-Player DLC,0.0
302,Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,0.0
303,Axis Game Factory's AGFPRO 3.0,2.2399999999999998
304,Ballpoint Universe Infinite,1.0333333333333332
305,Beatbuddy Tale of the Guardians,2.4333333333333336
306,Beat Hazard,5.644117647058824
307,BEEP,1.425
308,Betrayer,2.4166666666666665
309,BlazBlue Calamity Trigger,3.05
310,BlazBlue Continuum Shift Extend,77.93333333333334
311,Blockland,4.2
312,Borderlands,32.484931506849314
313,Borderlands DLC Claptraps New Robot Revolution,0.0
314,Borderlands DLC Mad Moxxi's Underdome Riot,0.0
315,Borderlands DLC The Secret Armory of General Knoxx,0.0
316,Borderlands DLC The Zombie Island of Dr. Ned,0.0
317,Braid,2.8875
318,Breach & Clear,1.9
319,Breath of Death VII,1.0125
320,Broken Age,9.83125
321,Brothers - A Tale of Two Sons,2.3899999999999997
322,Bulletstorm,13.034782608695652
323,Capsized,1.4
324,Castle Crashers,6.554248366013072
325,Child of Light,7.790909090909091
326,Cinders,3.1500000000000004
327,Cities Skylines,27.836521739130433
328,Cloudbuilt,0.35
329,Command and Conquer 3 Kane's Wrath,11.483333333333334
330,Command and Conquer 3 Tiberium Wars,9.283333333333333
331,Command and Conquer Red Alert 3 - Uprising,7.246666666666667
332,Contagion,4.077551020408164
333,"Cook, Serve, Delicious!",10.090909090909092
334,Crayon Physics Deluxe,0.4652173913043478
335,Cry of Fear,1.875
336,Cthulhu Saves the World,2.7875
337,Daikatana,0.44999999999999996
338,Darksiders,13.131868131868131
339,DARK SOULS II Scholar of the First Sin,51.25151515151515
340,Dead Island Riptide,11.952830188679245
341,Deadlight,2.857894736842105
342,Deadlight Original Soundtrack,0.0
343,Dead Space 2,10.033333333333333
344,Dear Esther,1.035483870967742
345,Democracy 3,5.460714285714286
346,Deus Ex Game of the Year Edition,5.08918918918919
347,Deus Ex Invisible War,1.85
348,Deus Ex The Fall,2.275
349,Devil May Cry 4,6.372222222222223
350,DiRT 3 Complete Edition,5.1947368421052635
351,DmC Devil May Cry,11.934883720930234
352,Door Kickers,4.8769230769230765
353,Draw a Stickman EPIC,0.8666666666666667
354,E.Y.E Divine Cybermancy,4.683333333333334
355,Endless Space,29.384313725490195
356,English Country Tune,0.2
357,F.E.A.R. 3,7.7433962264150935
358,F.E.A.R. Extraction Point,7.7
359,F.E.A.R. Perseus Mandate,5.057142857142857
360,Fallen Enchantress Legendary Heroes,17.018181818181816
361,Fallout 3,18.147368421052633
362,Far Cry,4.296153846153846
363,Far Cry 2 Fortunes Pack,0.0
364,FarSky,18.25
365,Fieldrunners 2,124.53333333333335
366,FINAL FANTASY III,16.349999999999998
367,FINAL FANTASY VIII,25.74827586206897
368,Finding Teddy,0.5
369,Finding Teddy Soundtrack,0.0
370,FRACT OSC,0.5
371,Galcon Fusion,1.95
372,Game Character Hub,0.30000000000000004
373,GameGuru,5.375
374,GameGuru - Buildings Pack,0.0
375,Geometry Dash,21.900000000000002
376,Giana Sisters Twisted Dreams,3.8523809523809525
377,Giana Sisters Twisted Dreams - Rise of the Owlverlord,0.7
378,Gigantic Army,1.25
379,Gods Will Be Watching,1.2
380,Gone Home,2.033333333333333
381,Gotham City Impostors Free To Play,9.344117647058823
382,Gothic,0.6666666666666666
383,Gothic 3,19.94
384,Gothic II Gold Edition,1.042857142857143
385,GRID,22.67142857142857
386,GRID 2 GTR Racing Pack,0.0
387,Guacamelee! Gold Edition,5.961290322580646
388,Guardians of Middle-earth,2.18
389,Half-Life,5.737068965517241
390,Half-Life 2 Deathmatch,18.7520202020202
391,Half-Life 2 Update,12.31111111111111
392,Half-Life Source,8.027027027027026
393,Hammerwatch,8.106
394,Hero Siege,17.37037037037037
395,Hitman 2 Silent Assassin,3.585714285714286
396,Hitman Blood Money,3.6695652173913045
397,Hitman Codename 47,2.0466666666666664
398,Hitman Contracts,0.5
399,Hitman Sniper Challenge,2.1750000000000003
400,How to Survive,6.991071428571429
401,I am Bread,4.7272727272727275
402,Injustice Gods Among Us Ultimate Edition,10.351063829787234
403,INK - Soundtrack + Art,0.0
404,Ittle Dew,1.3
405,Jack Lumber,5.933333333333334
406,Just Cause,5.55
407,Kane & Lynch 2 Dog Days,4.905882352941177
408,Kerbal Space Program,59.272222222222226
409,Killer is Dead,2.42
410,Kingdoms of Amalur Reckoning,26.257777777777775
411,Labyrinthine Dreams,0.0
412,Lara Croft and the Guardian of Light,3.6115384615384616
413,Last Word,6.9
414,Legends of Persia,0.0
415,LEGO Batman The Videogame,12.433333333333332
416,LEGO Harry Potter Years 5-7,23.5
417,LEGO MARVEL Super Heroes,53.47692307692307
418,LIMBO,2.9119047619047618
419,LISA,11.383333333333333
420,Little Inferno,7.532
421,Mass Effect 2,44.5
422,Max Payne 3,20.8752688172043
423,Mechanic Escape,2.033333333333333
424,Medal of Honor(TM) Multiplayer,6.2475000000000005
425,Medal of Honor(TM) Single Player,4.9837209302325585
426,Medal of Honor Pre-Order,0.0
427,Mercenary Kings,7.56
428,METAL SLUG 3,3.5904761904761906
429,Metro 2033 Redux,6.6763157894736835
430,Mini Ninjas,4.5
431,Mitsurugi Kamui Hikae,0.44999999999999996
432,Mortal Kombat Kollection,2.182352941176471
433,MURDERED SOUL SUSPECT,5.194444444444445
434,Need for Speed Undercover,9.683333333333334
435,Never Alone (Kisima Ingitchuna),10.816666666666665
436,Never Alone Original Soundtrack,0.0
437,Neverending Nightmares,1.8
438,Nosgoth,7.724561403508773
439,One Way Heroics,3.54
440,Ori and the Blind Forest (Original Soundtrack),0.0
441,Outland,2.7
442,"Papers, Please",3.8297297297297295
443,PAYDAY 2,50.29179487179487
444,PAYDAY The Heist,7.4950495049504955
445,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,1.3833333333333335
446,Pixel Heroes Byte & Magic,0.0
447,Pixel Piracy,6.188461538461539
448,Polarity,5.561538461538461
449,POSTAL 2,5.41
450,Project Temporality,0.0
451,RAGE,18.3
452,Rebuild Gangs of Deadsville - Deluxe DLC,0.0
453,Red Faction Armageddon,5.753061224489795
454,Red Faction Guerrilla Steam Edition,9.544186046511628
455,Remember Me,5.976
456,Remnants Of Isolation,2.05
457,resident evil 4 / biohazard 4,6.864285714285714
458,Resident Evil 5 / Biohazard 5,8.859375
459,Resident Evil Revelations / Biohazard Revelations,6.261111111111111
460,Rochard,2.3153846153846156
461,RollerCoaster Tycoon 3 Platinum!,18.804761904761907
462,RPG Maker Luna Engine,0.0
463,RPG Maker VX Ace,18.489655172413794
464,Saints Row Gat out of Hell,8.950000000000001
465,Screencheat,3.78
466,Scribblenauts Unlimited,8.267164179104478
467,Shadowgrounds Survivor,2.7857142857142856
468,Shadowrun Dragonfall - Director's Cut,14.076470588235296
469,Shadowrun Returns,11.610000000000001
470,Shadow Warrior,6.003125
471,Shank,2.60625
472,Shantae Risky's Revenge - Director's Cut,0.3
473,Sins of a Solar Empire Rebellion,30.434042553191492
474,Sins of a Solar Empire Rebellion Soundtrack,0.0
475,Skulls of the Shogun,9.375
476,Sonic Adventure 2 Battle Mode DLC,0.0
477,Sonic CD,1.8285714285714285
478,Space Engineers,43.79509803921569
479,Spiral Knights,36.8859375
480,Sprite Lamp,0.0
481,Spriter Pro,2.5
482,Star Wars - Battlefront II,10.036036036036036
483,Star Wars - Jedi Knight Mysteries of the Sith,7.5
484,Star Wars - Jedi Knight II Jedi Outcast,7.709999999999999
485,Star Wars Dark Forces,3.7642857142857147
486,Star Wars Empire at War Gold,11.7975
487,Star Wars Knights of the Old Republic,14.965853658536586
488,Star Wars The Force Unleashed II,5.3
489,Star Wars The Force Unleashed Ultimate Sith Edition,5.3121212121212125
490,Star Wars Jedi Knight Dark Forces II,6.970000000000001
491,Star Wars Jedi Knight Jedi Academy,11.635135135135135
492,Star Wars Republic Commando,4.133333333333334
493,Star Wars Starfighter,1.488888888888889
494,Star Wars The Clone Wars Republic Heroes,0.7
495,State of Decay,14.1703125
496,Survivalist,13.2
497,Syberia,2.657142857142857
498,Syberia 2,0.5
499,Terraria,65.11260869565217
500,The Beginner's Guide,1.72
501,The Binding of Isaac Rebirth,84.19375
502,The Bridge,2.215
503,The Cat Lady,2.4499999999999997
504,The Incredible Adventures of Van Helsing II,11.107142857142858
505,The Last Remnant,15.977777777777776
506,The Long Dark,10.775862068965518
507,The Lord of the Rings War in the North,16.862745098039216
508,The Swapper,3.1692307692307695
509,The Talos Principle Road To Gehenna,0.0
510,The Vanishing of Ethan Carter Redux,0.39999999999999997
511,The Witcher 2 Assassins of Kings Enhanced Edition,19.14294117647059
512,The Witcher 3 Wild Hunt,63.33636363636363
513,The Wolf Among Us,9.906818181818181
514,Thief,9.37794117647059
515,Thief Gold,0.6076923076923078
516,This War of Mine,13.372222222222222
517,Thomas Was Alone,2.240740740740741
518,Tiny and Big Grandpa's Leftovers,1.7125
519,Titan Quest,4.386206896551724
520,Titan Quest Immortal Throne,18.480645161290322
521,Torchlight,22.518666666666668
522,Toribash,4.4722891566265055
523,Total War SHOGUN 2,88.05307262569832
524,Transistor,5.741176470588235
525,Transistor Soundtrack,0.0
526,TRI Of Friendship and Madness,0.2
527,TypeRider,2.625
528,Unholy Heights,0.5
529,Unturned,15.057436856875585
530,Valkyria Chronicles Challenge of the Edy Detachment,0.0
531,Valkyria Chronicles Edy's Mission Enter the Edy Detachment,0.0
532,Valkyria Chronicles Hard EX Mode,0.0
533,Valkyria Chronicles Selveria's Mission Behind Her Blue Flame,0.0
534,Vessel,1.2999999999999998
535,Viscera Cleanup Detail Shadow Warrior,0.6857142857142857
536,VVVVVV,2.891891891891892
537,"Warhammer 40,000 Dawn of War - Game of the Year Edition",6.072727272727273
538,Whisper of a Rose,0.0
539,Wizorb,1.1833333333333333
540,Wrack,0.0
541,Ys Origin,7.8428571428571425
542,Zen Bound 2,0.65
543,Strife,9.197058823529412
544,Call of Duty Black Ops - Multiplayer,86.58838383838383
545,Counter-Strike Source,134.37132867132868
546,Dungeon Defenders,34.380180180180176
547,Call of Duty Black Ops,17.07488986784141
548,Day of Defeat Source,29.15843373493976
549,ArcheAge,27.7425
550,Empire Total War,98.27242990654206
551,ARK Survival Evolved,86.03227848101265
552,Alien Swarm,5.2076124567474045
553,TERA,20.23813559322034
554,Rust,73.79371980676328
555,Flatout 3,4.233333333333333
556,Counter-Strike Nexon Zombies,10.946195652173913
557,Everlasting Summer,5.2026315789473685
558,War Thunder,47.464026402640265
559,DCS World,2.3875
560,Fishing Planet,1.9040816326530612
561,Cannons Lasers Rockets,0.6333333333333334
562,Dragon Nest Europe,51.69
563,Loadout,7.908474576271186
564,Neverwinter,25.378676470588236
565,No More Room in Hell,5.7443478260869565
566,RIFT,41.51466666666666
567,Tactical Intervention,3.4693548387096773
568,Warframe,63.85518867924528
569,Zombies Monsters Robots,5.917857142857143
570,Clicker Heroes,89.84305555555555
571,Crusaders of the Lost Idols,88.41428571428571
572,GASP,0.3
573,theHunter,2.4935483870967743
574,Max Payne 2 The Fall of Max Payne,8.7
575,Mafia II,24.943103448275863
576,Revenge of the Titans,3.3466666666666662
577,A Virus Named TOM,1.9583333333333333
578,Europa Universalis III,67.6875
579,Super Puzzle Platformer Deluxe,5.9
580,Painkiller Overdose,0.375
581,99 Levels To Hell,1.3800000000000001
582,Adventures of Shuggy,1.55
583,Arma Cold War Assault,1.4037037037037037
584,Batman Arkham Origins - New Millennium Skins Pack,0.0
585,Batman Arkham Origins,19.916326530612245
586,Commando Jack,1.8333333333333333
587,Cortex Command,0.8166666666666668
588,Deadbreed,2.8000000000000003
589,Deadbreed  Undertaker Beta Pack,0.0
590,Dino D-Day,2.5640625
591,Eets Munchies,2.38
592,Enclave,2.6866666666666665
593,GTR Evolution,6.933333333333334
594,Indie Game The Movie,3.1571428571428575
595,Machinarium,4.323529411764706
596,RACE 07,9.067499999999999
597,RaceRoom Racing Experience,6.546296296296297
598,Woodle Tree Adventures,2.123076923076923
599,X-Tension,0.7000000000000001
600,X2 The Threat,28.166666666666668
601,X3 Albion Prelude,40.35
602,X3 Reunion,24.599999999999998
603,X3 Terran Conflict,8.572222222222223
604,X Beyond the Frontier,0.925
605,Tom Clancy's Ghost Recon Phantoms - NA,36.92330827067669
606,APB Reloaded,66.93623188405797
607,War Inc. Battlezone,3.653125
608,ORION Prelude,5.08875
609,Hotline Miami 2 Wrong Number,10.488888888888889
610,Deadpool,10.076923076923077
611,Counter-Strike Condition Zero,35.333333333333336
612,Counter-Strike,236.37517605633803
613,Counter-Strike Condition Zero Deleted Scenes,4.448936170212765
614,Day of Defeat,14.377659574468085
615,Deathmatch Classic,0.740625
616,Ricochet,1.0095238095238095
617,Mount & Blade Warband,182.62654867256637
618,Tom Clancy's Ghost Recon Phantoms - EU,23.608029197080292
619,SMITE,7.828749999999999
620,Infinite Crisis,2.989189189189189
621,AdVenture Capitalist,43.03333333333333
622,DiggerOnline,2.48235294117647
623,Heroes & Generals,9.849253731343284
624,My Lands,3.925
625,Brick-Force,1.2292682926829268
626,Archeblade,4.357627118644068
627,Half-Life Blue Shift,2.1804347826086956
628,Half-Life Opposing Force,4.080952380952381
629,Team Fortress Classic,0.8730769230769231
630,Project CARS,14.129166666666668
631,Project CARS - Modified Car Pack,0.0
632,Defense Grid The Awakening,18.434146341463414
633,Cloud Chamber,22.0
634,Stacking,5.5249999999999995
635,Ghostbusters The Video Game,4.9363636363636365
636,Faerie Solitaire,7.9799999999999995
637,Dreamfall Chapters,4.779999999999999
638,Portal Stories Mel,5.3625
639,Universe Sandbox,5.60701754385965
640,Toki Tori,2.55
641,The Wonderful End of the World,3.78
642,Hacker Evolution,1.5692307692307692
643,Costume Quest,4.082352941176471
644,RUSH,2.711111111111111
645,Return to Mysterious Island 2,5.9
646,World of Goo,2.2487804878048783
647,Portal 2 - The Final Hours,1.0374999999999999
648,AaAaAA!!! - A Reckless Disregard for Gravity,4.4799999999999995
649,GEARCRACK Arena,2.6
650,Quantum Conundrum,5.318181818181818
651,Mission Control NanoMech,4.1
652,Defense Grid 2 A Matter of Endurance,2.3
653,Alan Wake's American Nightmare,3.4416666666666664
654,Sam & Max 101 Culture Shock,3.0
655,Back to the Future Ep 2 - Get Tannen!,2.1999999999999997
656,The Ball,7.0636363636363635
657,Torchlight II,33.78382352941176
658,Back to the Future Ep 5 - OUTATIME,2.766666666666667
659,Sam & Max 102 Situation Comedy,1.6600000000000001
660,Oozi Earth Adventure,3.1
661,Back to the Future Ep 1 - It's About Time,2.3000000000000003
662,Back to the Future Ep 4 - Double Visions,2.6
663,Organ Trail Director's Cut,2.3923076923076922
664,Back to the Future Ep 3 - Citizen Brown,2.7
665,Fester Mudd Curse of the Gold - Episode 1,1.25
666,BIT.TRIP BEAT,1.6615384615384616
667,Atom Zombie Smasher,5.8315789473684205
668,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),4.0
669,Botanicula,3.08125
670,Ticket to Ride,7.783333333333334
671,Penumbra Overture,2.152941176470588
672,Lucid,0.7999999999999999
673,Critical Mass,0.1
674,Pixel Puzzles Japan,4.9125000000000005
675,Leviathan The Last Day of the Decade,0.0
676,Gish,1.0692307692307692
677,Alien Breed 2 Assault,5.142857142857143
678,Amerzone The Explorer's Legacy,0.0
679,Aquaria,4.285714285714286
680,Costume Quest 2,0.0
681,Dead Bits,2.0736842105263156
682,Defense Grid 2,9.246153846153847
683,Defense Grid Containment DLC,0.0
684,Defense Grid Resurgence Map Pack 1,0.0
685,Defense Grid Resurgence Map Pack 2,0.0
686,Defense Grid Resurgence Map Pack 3,0.0
687,Defense Grid Resurgence Map Pack 4,0.0
688,Defy Gravity,1.376923076923077
689,Five Nights at Freddy's 2,2.9086956521739133
690,Lugaru HD,1.95
691,Midnight Club II,7.133333333333333
692,Oddworld Abe's Oddysee,1.8933333333333333
693,Really Big Sky,1.4952380952380953
694,Rift's Cave,0.0
